object_id,data,predicted_class
ZTF19aaskmol,"[[[275.8168    266.86685   303.18137   ... 305.39447   289.88776
   292.38293  ]
  [268.77914   288.35056   300.81332   ... 290.9923    303.265
   293.3449   ]
  [293.29776   298.5488    289.00418   ... 314.66565   267.68634
   282.13696  ]
  ...
  [287.23883   294.0783    302.45557   ... 278.36032   282.11624
   286.67282  ]
  [282.68124   283.7006    304.8339    ... 296.17664   283.5841
   295.67004  ]
  [292.92807   302.2443    288.64474   ... 302.64856   307.5807
   299.69733  ]]

 [[286.0709    286.15308   291.27304   ... 290.1891    287.64545
   290.68713  ]
  [289.39868   289.51883   290.55612   ... 292.47388   287.70285
   289.9814   ]
  [289.6206    290.01077   292.17188   ... 290.83844   290.99847
   289.78873  ]
  ...
  [291.26984   292.9536    290.57083   ... 291.57806   295.0618
   295.47742  ]
  [290.15732   290.2056    291.06833   ... 290.28842   291.10715
   288.7602   ]
  [290.2955    288.63342   286.12134   ... 287.86826   288.99078
   289.8261   ]]

 [[ 16.727531   20.756205  -11.803151  ... -10.797715   -2.1399267
    -2.0218766]
  [ 15.03839     1.3507    -11.33005   ...  -5.1260786 -12.112354
    -4.983149 ]
  [  2.1600819 -11.0235405   5.713552  ... -20.794334   21.75542
     9.92605  ]
  ...
  [ -1.3836467   3.436226  -15.593894  ...  14.2303095  13.854197
     5.975799 ]
  [ 11.800223    0.7625326 -10.546739  ...  -8.899551    6.155068
    -4.649935 ]
  [ -5.6684046  -9.561618   -3.687525  ...  -8.357669  -19.535961
    -7.3755784]]]",QSO
ZTF18acvwbff,"[[[319.0018    329.44034   323.37344   ... 322.84036   313.47018
   308.80844  ]
  [335.32272   310.51132   315.85538   ... 325.0012    324.26724
   302.46378  ]
  [322.0753    316.61752   306.65073   ... 317.04605   308.8146
   335.24716  ]
  ...
  [336.88593   326.99463   303.06567   ... 301.86673   332.31552
   313.46732  ]
  [318.22272   317.52655   315.57617   ... 304.4821    328.84012
   310.1154   ]
  [321.09863   319.9995    310.58032   ... 307.5765    312.8976
   324.24808  ]]

 [[318.1612    320.84515   319.31924   ... 319.81668   318.42703
   321.3848   ]
  [321.4877    321.4785    321.74506   ... 320.48474   320.77905
   321.6368   ]
  [320.22205   316.61578   319.85815   ... 320.15875   323.21603
   320.71774  ]
  ...
  [319.44406   318.7482    320.64743   ... 321.74908   324.15414
   320.85693  ]
  [317.1068    321.13943   320.37802   ... 319.41995   318.71613
   318.3232   ]
  [320.84515   320.94336   319.09967   ... 321.0937    322.40228
   321.21304  ]]

 [[  5.700841    7.4557285   7.844052  ...   4.2429395  -1.9572127
   -15.246585 ]
  [ 13.287162  -12.147027  -10.5852165 ...   3.1527457   2.162073
   -16.918348 ]
  [  0.6817288   3.1364434 -11.174567  ...  -2.2341099 -14.681675
    14.244818 ]
  ...
  [ 16.18815     9.5319605 -17.214481  ... -20.92694     9.177781
    -8.306336 ]
  [  1.2080829  -5.210267   -4.661971  ... -14.346437    7.207077
    -5.13948  ]
  [  1.2319944  -1.4710352  -6.5062737 ... -14.661155   -8.254504
     2.0705519]]]",Periodic-Other
ZTF18acxajuq,"[[[ 3.20155273e+02  2.90190125e+02  2.93266724e+02 ...  3.08641388e+02
    3.00412567e+02  3.07488739e+02]
  [ 2.82928894e+02  2.88512512e+02  2.99577820e+02 ...  3.02626831e+02
    3.11614014e+02  2.98522156e+02]
  [ 2.94547058e+02  2.97273987e+02  2.92095764e+02 ...  2.78415588e+02
    2.94863586e+02  3.01835449e+02]
  ...
  [ 3.00006012e+02  2.89391388e+02  2.96099579e+02 ...  3.08190521e+02
    2.86810455e+02  3.11431427e+02]
  [ 3.00501740e+02  3.10610443e+02  3.16910492e+02 ...  3.02939667e+02
    3.09963409e+02  2.96944794e+02]
  [ 2.85060944e+02  2.86878632e+02  3.01904572e+02 ...  3.00867218e+02
    3.01551178e+02  2.91538910e+02]]

 [[ 2.98834625e+02  3.00280151e+02  2.99653320e+02 ...  2.99551636e+02
    3.00876526e+02  3.00058838e+02]
  [ 3.01534393e+02  2.97795685e+02  2.99655426e+02 ...  2.97198181e+02
    2.97280060e+02  2.98082703e+02]
  [ 2.99200623e+02  2.95375397e+02  2.98110107e+02 ...  3.01275909e+02
    2.98326508e+02  2.98622559e+02]
  ...
  [ 3.03155670e+02  3.00127167e+02  2.97694092e+02 ...  2.96827942e+02
    3.01489197e+02  3.00668854e+02]
  [ 3.01039886e+02  3.00369049e+02  2.99396606e+02 ...  2.99210297e+02
    3.00201843e+02  2.98462097e+02]
  [ 2.99080566e+02  3.00664001e+02  3.00012726e+02 ...  3.02074646e+02
    2.99437317e+02  3.01244965e+02]]

 [[ 1.75026398e+01 -5.38151169e+00 -6.55363703e+00 ...  7.42256832e+00
    5.01246309e+00  5.24512243e+00]
  [-1.74642696e+01 -1.22324152e+01  8.97207320e-01 ...  1.91843891e+00
    1.05927925e+01  1.27069518e-01]
  [-6.01990891e+00  1.41883957e+00 -7.38320208e+00 ... -2.06498165e+01
   -3.92061019e+00  2.61795092e+00]
  ...
  [ 1.24544466e+00 -7.44544268e+00 -2.14973593e+00 ...  9.98113346e+00
   -1.19380569e+01  6.58339739e+00]
  [-3.08818269e+00  8.58446503e+00  2.07974987e+01 ... -2.98808336e-01
    1.26880894e+01 -2.54395938e+00]
  [-1.03555241e+01 -1.35381021e+01 -3.26733232e+00 ... -2.43735895e-01
   -5.59502661e-01 -5.92459726e+00]]]",AGN
ZTF19aalzbgc,"[[[ 2.9897540e+02  2.9846680e+02  3.1313770e+02 ...  3.2856311e+02
    2.9412762e+02  3.0028027e+02]
  [ 3.1959976e+02  3.1487589e+02  3.0077475e+02 ...  3.0286447e+02
    3.0185391e+02  2.8406332e+02]
  [ 2.8960678e+02  3.0623251e+02  3.2323831e+02 ...  3.0924228e+02
    3.1604269e+02  3.2659067e+02]
  ...
  [ 3.1414804e+02  3.0239120e+02  3.1166202e+02 ...  3.0259299e+02
    2.9057138e+02  2.9643576e+02]
  [ 3.0117294e+02  2.9695914e+02  3.0716696e+02 ...  3.2393716e+02
    2.9175168e+02  3.0933389e+02]
  [ 2.9826401e+02  3.1723203e+02  3.0400949e+02 ...  3.1586838e+02
    3.0270010e+02  2.9893063e+02]]

 [[ 3.0648557e+02  3.0444968e+02  3.0615390e+02 ...  3.0563480e+02
    3.0422559e+02  3.0747430e+02]
  [ 3.0456757e+02  3.0525189e+02  3.0679440e+02 ...  3.0725589e+02
    3.0780963e+02  3.0579089e+02]
  [ 3.0476559e+02  3.0671140e+02  3.0521127e+02 ...  3.0697119e+02
    3.0738162e+02  3.0227643e+02]
  ...
  [ 3.0517413e+02  3.0620001e+02  3.0273538e+02 ...  3.0387057e+02
    3.0730957e+02  3.0617511e+02]
  [ 3.0621811e+02  3.0753955e+02  3.0589291e+02 ...  3.0407703e+02
    3.0806064e+02  3.0733276e+02]
  [ 3.0721210e+02  3.0964661e+02  3.0422452e+02 ...  3.0651907e+02
    3.0523502e+02  3.0736887e+02]]

 [[-5.2396822e+00 -4.0149436e+00  6.6974777e-01 ...  1.9721169e+01
   -7.4891653e+00 -1.4764049e+01]
  [ 1.1689455e+01  1.2160274e+01 -3.1469338e+00 ... -2.3457098e+00
   -6.6913857e+00 -1.3697649e+01]
  [-1.3739409e+01 -5.9012227e+00  1.8004446e+01 ...  4.0243073e+00
    7.1866059e+00  2.1384378e+01]
  ...
  [ 1.0421693e+01 -6.0220075e+00  1.0611917e+01 ...  2.2244084e+00
   -1.9600012e+01 -6.2594252e+00]
  [-8.0569162e+00 -7.6074390e+00 -3.6432137e+00 ...  1.8062902e+01
   -1.3808289e+01 -3.1948712e-01]
  [-5.8074508e+00  6.9203987e+00  3.9266806e+00 ...  8.7441216e+00
   -3.8474495e+00 -6.4048710e+00]]]",QSO
ZTF19aawhpkd,"[[[306.29593    321.0004     319.2585     ... 311.52472    325.48077
   309.04138   ]
  [311.5062     312.73416    311.10355    ... 324.79993    305.9568
   324.71252   ]
  [320.85257    322.67532    329.13138    ... 329.59912    300.49786
   310.6139    ]
  ...
  [322.08853    297.09396    295.28085    ... 308.08096    307.0109
   290.68063   ]
  [307.92038    310.79996    286.41306    ... 317.14328    308.67642
   347.73935   ]
  [319.7592     302.22208    309.2944     ... 299.25253    306.95828
   317.93106   ]]

 [[317.98175    316.30338    315.1976     ... 314.72687    316.97784
   317.22864   ]
  [317.72726    314.9019     315.84506    ... 313.4668     317.3728
   319.20343   ]
  [316.50778    315.8355     316.3554     ... 314.27924    316.74875
   314.6595    ]
  ...
  [312.6051     311.8537     315.79614    ... 315.2077     315.55783
   314.37378   ]
  [318.2614     317.99664    315.94635    ... 314.11383    318.16833
   319.47128   ]
  [317.58167    316.61392    314.91803    ... 318.14523    315.72375
   314.98242   ]]

 [[-12.828096     1.6428125    3.1795413  ...  -1.9234511    6.585191
    -6.514834  ]
  [ -5.984626    -2.4205372   -5.1613293  ...  11.545897   -10.427441
     9.328547  ]
  [  4.230328     3.7761576   14.169666   ...  13.311523   -18.02269
    -5.834699  ]
  ...
  [  9.046525   -15.744336   -21.91023    ...  -7.7175198  -11.400258
   -21.301054  ]
  [ -9.90057     -7.1483436  -28.880419   ...   1.058971    -7.834317
    31.171114  ]
  [  5.1655064  -14.768681    -4.480592   ... -20.240423    -9.941614
     0.54015344]]]",QSO
ZTF18aabxtpe,"[[[ 2.1823285e+02  2.3994293e+02  2.5512091e+02 ...  2.0931146e+02
    2.2517816e+02  2.1028381e+02]
  [ 2.1677393e+02  2.2503906e+02  2.4673053e+02 ...  2.1536792e+02
    2.1018732e+02  2.0106390e+02]
  [ 2.1542151e+02  2.1604272e+02  2.2030090e+02 ...  2.3881915e+02
    2.0609332e+02  2.2345068e+02]
  ...
  [ 2.1485577e+02  2.2736475e+02  2.2082117e+02 ...  2.2161737e+02
    1.9634821e+02  2.2108398e+02]
  [ 2.1578998e+02  2.1460522e+02  2.2425299e+02 ...  2.2204114e+02
    2.3364526e+02  1.9742151e+02]
  [ 2.2655493e+02  2.1740887e+02  2.4010156e+02 ...  2.0396359e+02
    2.1721677e+02  2.2573874e+02]]

 [[ 2.1934331e+02  2.2064915e+02  2.1937279e+02 ...  2.1801068e+02
    2.2077551e+02  2.1958049e+02]
  [ 2.2171175e+02  2.2087703e+02  2.1909065e+02 ...  2.1884535e+02
    2.1976350e+02  2.2226973e+02]
  [ 2.2000793e+02  2.2149301e+02  2.2049902e+02 ...  2.1936499e+02
    2.1901675e+02  2.1931464e+02]
  ...
  [ 2.1784062e+02  2.2067946e+02  2.2079688e+02 ...  2.1987251e+02
    2.2204550e+02  2.2373779e+02]
  [ 2.1915883e+02  2.1874084e+02  2.2016934e+02 ...  2.1941507e+02
    2.2235107e+02  2.2243195e+02]
  [ 2.1956512e+02  2.1939040e+02  2.2065985e+02 ...  2.2002641e+02
    2.2226080e+02  2.2366560e+02]]

 [[-5.3343421e-01  1.9938240e+01  3.8706451e+01 ... -1.1490779e+01
    5.2556906e+00 -8.6672268e+00]
  [-4.6401596e+00  3.7703650e+00  2.4225164e+01 ...  8.1777638e-01
   -1.2890000e+01 -1.7743729e+01]
  [-5.1363392e+00 -7.2817898e-01 -4.4157410e-01 ...  1.7120197e+01
   -1.0836664e+01  3.7834382e+00]
  ...
  [-2.9325173e+00  7.5764508e+00 -1.7581035e-01 ...  2.9688412e-01
   -2.1250429e+01 -4.4764395e+00]
  [-4.6043472e+00 -5.6996179e+00  5.3928013e+00 ...  2.7439111e-01
    1.3110686e+01 -2.4653561e+01]
  [ 1.1058138e+01 -2.0400622e+00  2.0397764e+01 ... -1.6532032e+01
   -7.5234499e+00  4.3571024e+00]]]",Periodic-Other
ZTF18acvwaqp,"[[[ 3.7396951e+02  3.8856357e+02  3.8033017e+02 ...  3.6708459e+02
    3.6471289e+02  3.7924249e+02]
  [ 3.8434024e+02  3.7757767e+02  3.6403836e+02 ...  3.7769012e+02
    3.7528967e+02  3.7260205e+02]
  [ 3.7415860e+02  3.8766843e+02  3.7925595e+02 ...  3.8841876e+02
    3.6807693e+02  3.7961981e+02]
  ...
  [ 3.8006781e+02  3.6305853e+02  3.9170361e+02 ...  3.7536810e+02
    3.6147400e+02  3.6364807e+02]
  [ 3.7132336e+02  3.8349005e+02  3.6691064e+02 ...  3.7307733e+02
    3.7612836e+02  3.6750317e+02]
  [ 3.6506921e+02  3.7089465e+02  3.5945325e+02 ...  3.5975159e+02
    3.8060773e+02  3.6655658e+02]]

 [[ 3.7687100e+02  3.7531693e+02  3.7641559e+02 ...  3.7386841e+02
    3.7097693e+02  3.7377997e+02]
  [ 3.7641742e+02  3.7692032e+02  3.7865802e+02 ...  3.7287961e+02
    3.7679321e+02  3.7617566e+02]
  [ 3.7738480e+02  3.7855109e+02  3.7968921e+02 ...  3.7364597e+02
    3.7999057e+02  3.7649088e+02]
  ...
  [ 3.7467642e+02  3.7260236e+02  3.7567725e+02 ...  3.7671469e+02
    3.7603342e+02  3.7453784e+02]
  [ 3.7461566e+02  3.7529028e+02  3.7310910e+02 ...  3.7605374e+02
    3.7552332e+02  3.7478336e+02]
  [ 3.7499533e+02  3.7268738e+02  3.7462268e+02 ...  3.7141855e+02
    3.7276544e+02  3.7417786e+02]]

 [[ 2.2349026e+00 -1.1848553e+01 -4.1516418e+00 ...  7.9327312e+00
    9.3352642e+00 -6.7305226e+00]
  [-9.2298498e+00  5.4932840e-02  1.5962510e+01 ... -5.6550622e+00
    8.8716298e-01  2.9205656e+00]
  [ 7.9583306e+00 -1.1653662e+01 -1.0996439e+00 ... -1.1831027e+01
    1.0389025e+01 -4.4243088e+00]
  ...
  [-3.5246849e+00  1.0723224e+01 -1.5441958e+01 ... -7.0049810e-01
    1.3270001e+01  1.1256836e+01]
  [ 2.1111290e+00 -1.0305623e+01  9.2031794e+00 ...  4.1714931e+00
   -2.2927608e+00  6.6961436e+00]
  [ 9.0308781e+00  3.1403830e+00  1.4110742e+01 ...  1.3069398e+01
   -7.8273759e+00  6.3261709e+00]]]",AGN
ZTF19aasqkjt,"[[[ 2.27858582e+02  2.53340149e+02  2.08495026e+02 ...  2.34201721e+02
    2.31298401e+02  2.17038055e+02]
  [ 2.26220154e+02  2.23989258e+02  2.40664917e+02 ...  2.37710876e+02
    2.24316467e+02  2.49571411e+02]
  [ 2.31685181e+02  2.42510864e+02  2.41197754e+02 ...  2.30278931e+02
    2.54850281e+02  2.42102295e+02]
  ...
  [ 2.27684052e+02  2.33483185e+02  2.28632660e+02 ...  2.28590759e+02
    2.41735291e+02  2.16614777e+02]
  [ 2.21758942e+02  2.42821320e+02  2.22046661e+02 ...  2.32413940e+02
    2.35956116e+02  2.25301636e+02]
  [ 2.18090759e+02  2.50601288e+02  2.27256439e+02 ...  2.27670227e+02
    2.20652771e+02  2.31798767e+02]]

 [[ 2.34544724e+02  2.31981995e+02  2.32227570e+02 ...  2.35774384e+02
    2.36575638e+02  2.33272629e+02]
  [ 2.32201920e+02  2.31168777e+02  2.30238846e+02 ...  2.34174576e+02
    2.35540787e+02  2.31599899e+02]
  [ 2.30151489e+02  2.31435974e+02  2.30697922e+02 ...  2.35531631e+02
    2.34375671e+02  2.35407196e+02]
  ...
  [ 2.32186768e+02  2.32505768e+02  2.34525787e+02 ...  2.36066757e+02
    2.33886658e+02  2.30169815e+02]
  [ 2.28592560e+02  2.31117310e+02  2.35345734e+02 ...  2.34986664e+02
    2.35036621e+02  2.31308212e+02]
  [ 2.32503525e+02  2.32101898e+02  2.30781418e+02 ...  2.34455627e+02
    2.35373550e+02  2.35972672e+02]]

 [[-4.03248310e+00  1.69372673e+01 -2.02887840e+01 ...  1.32395297e-01
   -8.96883774e+00 -1.56783686e+01]
  [-4.65176249e+00 -9.90490150e+00  9.66560841e+00 ...  1.75257170e+00
   -7.10088491e+00  1.81018009e+01]
  [-9.65273857e-01  1.07959957e+01  1.02194262e+01 ... -5.39284706e+00
    2.05181332e+01  6.23216152e+00]
  ...
  [-5.44692993e+00  4.92782259e+00 -1.27921343e+01 ... -7.75525379e+00
    9.68029213e+00 -1.31998682e+01]
  [-1.10057745e+01  1.32397404e+01 -8.87348175e+00 ... -3.84445119e+00
   -1.81509185e+00 -5.20738697e+00]
  [-1.34940729e+01  1.23004961e+01 -6.23286128e-01 ... -6.63393736e+00
   -1.43591394e+01 -5.68882799e+00]]]",Periodic-Other
ZTF19aabyrnq,"[[[ 3.37341095e+02  3.20496246e+02  3.59455414e+02 ...  3.62342316e+02
    3.45930023e+02  3.23520172e+02]
  [ 3.59579376e+02  3.34707001e+02  3.60634491e+02 ...  3.41524628e+02
    3.25402313e+02  3.38977631e+02]
  [ 3.43914642e+02  3.51920563e+02  3.45064362e+02 ...  3.35535614e+02
    3.36043793e+02  3.41470123e+02]
  ...
  [ 3.50214783e+02  3.45520691e+02  3.49625183e+02 ...  3.34049957e+02
    3.53788422e+02  3.43190277e+02]
  [ 3.41940552e+02  3.38431641e+02  3.42113281e+02 ...  3.39730377e+02
    3.29910126e+02  3.42084015e+02]
  [ 3.33483887e+02  3.42007507e+02  3.45097961e+02 ...  3.44242157e+02
    3.48309235e+02  3.46018951e+02]]

 [[ 3.37909424e+02  3.42834595e+02  3.45918579e+02 ...  3.40763672e+02
    3.38431213e+02  3.41358276e+02]
  [ 3.39309357e+02  3.44466858e+02  3.44714691e+02 ...  3.45480347e+02
    3.40177063e+02  3.38363098e+02]
  [ 3.44844208e+02  3.46385437e+02  3.46311005e+02 ...  3.48416199e+02
    3.45386383e+02  3.40932556e+02]
  ...
  [ 3.44901764e+02  3.45674103e+02  3.47813843e+02 ...  3.51203857e+02
    3.46810944e+02  3.39975525e+02]
  [ 3.40312988e+02  3.44564270e+02  3.45209717e+02 ...  3.46120514e+02
    3.43605408e+02  3.39418518e+02]
  [ 3.41026520e+02  3.41228943e+02  3.42112579e+02 ...  3.44710846e+02
    3.42067627e+02  3.39155457e+02]]

 [[ 3.37335467e-01  2.24544659e+01 -1.17848377e+01 ... -2.23664207e+01
   -8.71982956e+00  1.85620003e+01]
  [-1.96288357e+01  6.98877287e+00 -1.47550402e+01 ...  6.17230034e+00
    1.50576515e+01 -6.48067892e-01]
  [ 6.08074248e-01 -4.39752960e+00  2.38591170e+00 ...  1.15024538e+01
    9.65511227e+00 -2.11491299e+00]
  ...
  [-8.67395401e+00  2.13509417e+00 -3.46962571e+00 ...  1.65873337e+01
   -4.27580547e+00 -3.70965934e+00]
  [ 1.24649978e+00  2.40201068e+00  4.07671976e+00 ...  5.04552507e+00
    1.32202148e+01 -4.20650959e+00]
  [ 4.10627317e+00  2.82143736e+00 -6.63797379e+00 ...  3.70226264e+00
   -8.22802544e+00 -4.04148293e+00]]]",AGN
ZTF19aaappnw,"[[[235.11697    242.20285    227.01382    ... 248.07843    241.79779
   239.51575   ]
  [245.67801    241.65518    234.79074    ... 240.66254    230.92206
   250.13019   ]
  [227.78421    230.94717    219.68509    ... 232.31995    220.3471
   243.78448   ]
  ...
  [247.10318    237.9183     247.33109    ... 216.70633    236.98984
   243.39139   ]
  [233.30661    231.51596    232.83823    ... 226.02878    238.7363
   235.32059   ]
  [238.41943    240.12067    213.9342     ... 237.24332    235.26212
   248.00497   ]]

 [[232.32195    232.67178    233.186      ... 230.58975    228.76662
   230.15097   ]
  [231.95682    231.45938    231.73166    ... 234.28319    230.01149
   231.49228   ]
  [229.3698     231.2096     231.66986    ... 233.85909    233.10405
   232.91747   ]
  ...
  [230.26486    232.32722    232.75208    ... 231.8619     232.92223
   233.80951   ]
  [231.95226    234.9881     232.08199    ... 231.25162    230.93117
   231.11703   ]
  [232.94785    233.33284    230.40381    ... 232.60873    232.86795
   229.6581    ]]

 [[ -7.8872313   -7.102404     1.0431598  ... -16.269508   -13.239046
    -7.688563  ]
  [-11.122604   -13.146251     3.280287   ... -10.644274     2.8267922
   -19.709423  ]
  [  1.9912028    3.0630054    7.8489895  ...   6.2576838    8.640494
   -12.605901  ]
  ...
  [-22.170277    -0.36286017 -20.741964   ...  16.744673    -5.944197
   -11.812961  ]
  [  5.021929    -5.6033144    7.876512   ...   2.6783924   -4.7246833
    -4.2633023 ]
  [-12.562638    -2.1756988   12.479607   ...  -1.8967724   -5.079257
   -14.6445055 ]]]",Periodic-Other
ZTF19aaapnzg,"[[[ 3.1899167e+02  3.2214139e+02  3.1094202e+02 ...  3.2205548e+02
    3.0894586e+02  3.1317615e+02]
  [ 3.3600000e+02  3.2175598e+02  3.4145557e+02 ...  2.9977420e+02
    3.2248129e+02  3.3819760e+02]
  [ 3.0218210e+02  3.2764828e+02  3.0766397e+02 ...  3.2113031e+02
    3.2853735e+02  2.9736542e+02]
  ...
  [ 3.0749585e+02  3.1385107e+02  3.2604849e+02 ...  3.2472443e+02
    3.1473187e+02  3.4983984e+02]
  [ 2.9310425e+02  3.1029053e+02  3.3381955e+02 ...  3.1232385e+02
    3.2623474e+02  3.1570819e+02]
  [ 3.3430408e+02  3.1182465e+02  3.3061569e+02 ...  3.1660114e+02
    3.2261346e+02  3.1983002e+02]]

 [[ 3.1534421e+02  3.1581161e+02  3.1846243e+02 ...  3.1602914e+02
    3.1940417e+02  3.2003607e+02]
  [ 3.1642313e+02  3.2069226e+02  3.2134546e+02 ...  3.2249100e+02
    3.2037384e+02  3.1926224e+02]
  [ 3.1957162e+02  3.2047461e+02  3.2254980e+02 ...  3.2446619e+02
    3.2128613e+02  3.1438785e+02]
  ...
  [ 3.1781427e+02  3.2228925e+02  3.1446115e+02 ...  3.1964771e+02
    3.1765527e+02  3.1920648e+02]
  [ 3.1853488e+02  3.2214429e+02  3.1560892e+02 ...  3.1747198e+02
    3.2227051e+02  3.2025684e+02]
  [ 3.2162732e+02  3.1956870e+02  3.1426974e+02 ...  3.2041757e+02
    3.2140164e+02  3.1890500e+02]]

 [[-5.1567001e+00 -4.3367019e+00  8.2853498e+00 ... -1.6088370e+00
    1.0884142e+01  7.9743886e-01]
  [-1.2942412e+01 -5.7523961e+00 -2.0392426e+01 ...  1.9728266e+01
   -2.5078731e+00 -1.7674957e+01]
  [ 1.7472050e+01 -6.8120289e+00  1.3876476e+01 ... -8.2412884e-02
   -1.0619950e+01  2.1109510e+01]
  ...
  [ 1.8465162e+01  3.8081601e-01 -4.9740415e+00 ... -9.5398006e+00
    5.5843267e+00 -2.8697697e+01]
  [ 1.8426535e+01  1.5052799e+01 -2.0522070e+01 ...  9.5181150e+00
   -6.9451365e+00  1.8939656e+00]
  [-1.2371906e+01  4.7327433e+00 -1.0591308e+01 ... -4.4022867e-01
   -2.7493746e+00 -1.3957976e+00]]]",Periodic-Other
ZTF18acvvygw,"[[[ 3.4472290e+02  3.3224768e+02  3.4208295e+02 ...  3.6260596e+02
    3.3386981e+02  3.5273425e+02]
  [ 3.3522827e+02  3.5393005e+02  3.3186383e+02 ...  3.3379309e+02
    3.2703540e+02  3.3842981e+02]
  [ 3.3726245e+02  3.3170117e+02  3.4818494e+02 ...  3.5012122e+02
    3.5151404e+02  3.3629327e+02]
  ...
  [ 3.4855582e+02  3.3865823e+02  3.4830032e+02 ...  3.1787399e+02
    3.3790512e+02  3.3378830e+02]
  [ 3.3923203e+02  3.3271164e+02  3.3729453e+02 ...  3.5406174e+02
    3.4356680e+02  3.5029001e+02]
  [ 3.6186795e+02  3.4301230e+02  3.4927341e+02 ...  3.3432565e+02
    3.3039279e+02  3.3168491e+02]]

 [[ 3.3723529e+02  3.3541586e+02  3.3683298e+02 ...  3.3722714e+02
    3.3915350e+02  3.3997153e+02]
  [ 3.3782922e+02  3.3706866e+02  3.3709839e+02 ...  3.4080121e+02
    3.3764972e+02  3.3807230e+02]
  [ 3.3734045e+02  3.3893085e+02  3.3567072e+02 ...  3.4539188e+02
    3.3747437e+02  3.3672366e+02]
  ...
  [ 3.3687567e+02  3.3978043e+02  3.4127969e+02 ...  3.3692258e+02
    3.3818646e+02  3.3789236e+02]
  [ 3.3726535e+02  3.3879407e+02  3.3935281e+02 ...  3.3638293e+02
    3.3931323e+02  3.3867307e+02]
  [ 3.4017374e+02  3.3953644e+02  3.3801547e+02 ...  3.4036172e+02
    3.3845453e+02  3.3841959e+02]]

 [[ 7.6119871e+00  5.2890700e-01  1.8535781e+00 ...  2.5207127e+01
   -6.0144281e+00  1.3375304e+01]
  [-2.9196668e+00  1.3271949e+01 -2.1813333e+00 ... -7.9141674e+00
   -8.7550688e+00 -1.1325867e+00]
  [-8.3615720e-01 -6.1301970e+00  1.0076048e+01 ...  6.5633841e+00
    1.2679636e+01 -2.0565811e-01]
  ...
  [ 9.1883793e+00 -1.0881224e+00  3.6002588e+00 ... -1.4677016e+01
    9.2959577e-01 -1.9930285e+00]
  [ 3.9015591e+00 -6.7566819e+00 -2.7799463e+00 ...  1.2841488e+01
    5.0704336e+00  1.0924561e+01]
  [ 1.9385290e+01  7.0733862e+00  9.1157522e+00 ... -4.6394429e+00
   -8.3813419e+00 -8.3631239e+00]]]",Periodic-Other
ZTF19aaddyub,"[[[317.30194   317.32605   313.3941    ... 315.97858   317.05164
   332.09253  ]
  [339.49878   319.07977   312.16724   ... 315.7116    316.05566
   316.6012   ]
  [338.27454   317.60907   342.3437    ... 301.72137   332.9853
   316.3034   ]
  ...
  [315.59998   299.6858    324.97388   ... 301.11234   324.17905
   330.11295  ]
  [321.41956   302.3213    319.161     ... 311.68338   323.01883
   315.0245   ]
  [319.89716   314.19452   314.625     ... 327.4127    317.39096
   321.26407  ]]

 [[316.46704   315.57782   318.1062    ... 316.47305   320.82245
   316.26654  ]
  [318.34427   316.24435   314.0423    ... 318.1609    317.47177
   316.8657   ]
  [317.51083   313.34222   312.56613   ... 312.965     314.54816
   314.29532  ]
  ...
  [318.60324   317.84323   320.77225   ... 320.93243   321.35916
   318.58243  ]
  [317.579     319.73654   323.92834   ... 315.18683   319.11414
   322.2759   ]
  [324.84854   320.53088   320.37747   ... 313.4028    314.9976
   313.92505  ]]

 [[ -3.1095128  -1.3222636  -3.3413877 ...  -5.872891    2.4237418
    13.19399  ]
  [ 27.247742    3.6597059  -2.0281992 ...   2.2676039  -3.1322532
     0.8388604]
  [ 19.761       0.9771491  28.305119  ... -16.200916   20.735178
    -0.919641 ]
  ...
  [ -2.9798205 -19.101023    2.7853591 ... -18.743416    3.0556982
    13.116443 ]
  [  1.1565948 -14.549466   -3.2425585 ...  -1.4683102   5.727365
    -5.3595695]
  [ -0.7164743  -7.918685   -3.8612733 ...  10.514424   -0.8594469
     7.860462 ]]]",QSO
