object_id,data,predicted_class
ZTF18adalcii,"[[[ 2.2905959e+02  2.2784444e+02  2.3555727e+02 ...  2.3528893e+02
    2.2150371e+02  2.2965410e+02]
  [ 2.3553233e+02  2.3833214e+02  2.2060793e+02 ...  2.1336397e+02
    2.3014961e+02  2.3501137e+02]
  [ 2.3353120e+02  2.4174644e+02  2.3133101e+02 ...  2.2502199e+02
    2.3803035e+02  2.4498399e+02]
  ...
  [ 2.2669072e+02  2.5151900e+02  2.3390828e+02 ...  2.3491345e+02
    2.4625278e+02  2.3809241e+02]
  [ 2.2357991e+02  2.2203996e+02  2.3977986e+02 ...  2.2546689e+02
    2.3922583e+02  2.4040121e+02]
  [ 2.4297014e+02  2.3639134e+02  2.4673729e+02 ...  2.2410666e+02
    2.4550809e+02  2.3197269e+02]]

 [[ 2.3894429e+02  2.3570757e+02  2.3890379e+02 ...  2.3576849e+02
    2.3696483e+02  2.3557466e+02]
  [ 2.3374840e+02  2.3587666e+02  2.3544263e+02 ...  2.3735474e+02
    2.3532895e+02  2.3394958e+02]
  [ 2.3432129e+02  2.3606270e+02  2.3677104e+02 ...  2.3401802e+02
    2.3285771e+02  2.3650945e+02]
  ...
  [ 2.3409926e+02  2.3749997e+02  2.3618129e+02 ...  2.3611067e+02
    2.3462598e+02  2.3615775e+02]
  [ 2.3148065e+02  2.3499216e+02  2.3257455e+02 ...  2.3400200e+02
    2.3416014e+02  2.3640810e+02]
  [ 2.3647437e+02  2.3441199e+02  2.3178282e+02 ...  2.3551219e+02
    2.3586121e+02  2.3618147e+02]]

 [[-5.2407780e+00 -9.1790781e+00 -3.1237707e-01 ...  8.3665890e-01
   -1.3884716e+01 -4.8655972e+00]
  [-4.7014624e-01  4.0290537e+00 -1.6276291e+01 ... -2.1342211e+01
   -6.6855965e+00  1.2632462e+00]
  [-2.9002459e+00  6.4309092e+00 -4.3972058e+00 ... -8.8609953e+00
    1.5692734e+00  1.1611136e+01]
  ...
  [-1.0835212e+01  1.5544872e+01  6.0125943e-03 ... -1.5509787e+00
    1.0971033e+01  2.4496822e+00]
  [-8.0976524e+00 -1.4609404e+01  4.0460629e+00 ... -1.2336056e+01
    4.2466607e+00  4.9080005e+00]
  [ 7.0363359e+00  3.7973986e+00  1.2521757e+01 ... -1.0934121e+01
    9.1641302e+00 -1.8115901e+00]]]",Periodic-Other
ZTF19aarinin,"[[[ 4.5951416e+02  4.6063434e+02  4.7840259e+02 ...  4.7853329e+02
    4.7503610e+02  4.6074228e+02]
  [ 4.6388135e+02  4.5677716e+02  4.6214789e+02 ...  4.3890274e+02
    4.7618643e+02  4.7316061e+02]
  [ 4.6058911e+02  4.4498511e+02  4.6955505e+02 ...  4.6527151e+02
    4.4631326e+02  4.4932523e+02]
  ...
  [ 4.6771353e+02  4.5394333e+02  4.5562997e+02 ...  4.4756757e+02
    4.7801062e+02  4.7548773e+02]
  [ 4.7423160e+02  4.5959909e+02  4.6310489e+02 ...  4.5600806e+02
    4.5346057e+02  4.5792474e+02]
  [ 4.6015616e+02  4.5981979e+02  4.6271817e+02 ...  4.6096191e+02
    4.4919293e+02  4.6212701e+02]]

 [[ 4.6238174e+02  4.6110321e+02  4.6010065e+02 ...  4.6194131e+02
    4.6450861e+02  4.6247162e+02]
  [ 4.5984354e+02  4.5781552e+02  4.6041434e+02 ...  4.6020673e+02
    4.6140601e+02  4.6164627e+02]
  [ 4.6499194e+02  4.6426682e+02  4.6221918e+02 ...  4.6470978e+02
    4.6241824e+02  4.5902051e+02]
  ...
  [ 4.6163315e+02  4.6210910e+02  4.6409689e+02 ...  4.6282300e+02
    4.6196130e+02  4.6206967e+02]
  [ 4.6545682e+02  4.6023422e+02  4.6071777e+02 ...  4.5897379e+02
    4.6416937e+02  4.6604196e+02]
  [ 4.6704974e+02  4.6300766e+02  4.6029459e+02 ...  4.5999915e+02
    4.6381793e+02  4.6524966e+02]]

 [[-1.1203426e+00  1.8493518e+00 -1.5459522e+01 ... -1.0924355e+01
   -1.8941278e+01  8.8926709e-01]
  [-2.3471722e-01  5.3745914e+00 -5.4771066e-01 ...  2.1986748e+01
   -7.1847200e+00 -1.3636646e+01]
  [-2.4711945e+00  1.7233280e+01 -5.9069047e+00 ... -3.5681722e+00
    1.1996084e+01  1.5890904e+01]
  ...
  [-9.3257713e+00  1.0173624e+01  6.6966772e+00 ...  1.4788338e+01
   -1.2809293e+01 -1.3570444e+01]
  [-6.1110821e+00  1.0489269e+00 -2.1943821e-01 ...  6.1002121e+00
    8.8128548e+00  7.7705965e+00]
  [ 5.7659984e-01  3.9644930e+00 -1.6587998e+00 ...  1.5298375e+00
    1.3097990e+01  7.5258958e-01]]]",QSO
ZTF19acymvnh,"[[[ 2.4401588e+02  2.2733885e+02  2.2866200e+02 ...  2.2231555e+02
    2.0909415e+02  2.4860162e+02]
  [ 2.2569676e+02  2.3358662e+02  2.2632118e+02 ...  2.2293030e+02
    2.2975256e+02  2.1315530e+02]
  [ 2.3231013e+02  2.2513951e+02  2.1086369e+02 ...  2.2237146e+02
    2.1487915e+02  2.3971194e+02]
  ...
  [ 2.3436490e+02  2.2083749e+02  2.3017154e+02 ...  2.3349251e+02
    2.2755254e+02  2.0536143e+02]
  [ 2.2152486e+02  1.9995259e+02  2.2413231e+02 ...  2.1785059e+02
    2.1139099e+02  2.2162927e+02]
  [ 2.2434334e+02  2.2552412e+02  2.1750060e+02 ...  2.2189893e+02
    2.2441800e+02  2.2937344e+02]]

 [[ 2.2544292e+02  2.2578088e+02  2.2534203e+02 ...  2.2753606e+02
    2.2514223e+02  2.2472862e+02]
  [ 2.2488991e+02  2.2391725e+02  2.2599492e+02 ...  2.2481621e+02
    2.2718697e+02  2.2542348e+02]
  [ 2.2246619e+02  2.2432443e+02  2.2518886e+02 ...  2.2201654e+02
    2.2619807e+02  2.2797357e+02]
  ...
  [ 2.2541765e+02  2.2449063e+02  2.2643692e+02 ...  2.2591519e+02
    2.2497276e+02  2.2421001e+02]
  [ 2.2439291e+02  2.2758194e+02  2.2596999e+02 ...  2.2839085e+02
    2.2491335e+02  2.2654535e+02]
  [ 2.2557593e+02  2.2597682e+02  2.2492943e+02 ...  2.2555348e+02
    2.2604053e+02  2.2361046e+02]]

 [[ 1.8197458e+01  4.3248955e-02  5.7612495e+00 ... -4.2820330e+00
   -1.1530179e+01  2.1105419e+01]
  [ 1.2472997e-01  1.3645031e+01 -1.1492110e+00 ... -1.6096927e+00
    2.1539944e-01 -1.2861161e+01]
  [ 1.0821915e+01 -4.4271379e+00 -1.2600214e+01 ... -3.5789025e+00
   -8.1197958e+00  1.4008430e+01]
  ...
  [ 1.3450275e+01 -8.1997995e+00  6.2930322e+00 ...  6.2430234e+00
   -2.5112395e+00 -1.9530787e+01]
  [-8.4075594e+00 -2.3959238e+01 -3.5389102e+00 ... -9.5771217e+00
   -1.1913570e+01  2.3095909e-01]
  [ 5.7563651e-01  9.8791325e-01 -8.8427305e+00 ... -2.2519842e-01
    1.1855577e-01  3.0157962e-01]]]",Periodic-Other
ZTF19aatspsy,"[[[351.303      342.79422    332.04654    ... 352.0028     357.35425
   350.3255    ]
  [356.37723    340.11386    345.3622     ... 362.10272    339.21686
   348.07953   ]
  [349.20566    327.78915    332.90878    ... 349.00476    325.60486
   342.04492   ]
  ...
  [355.7049     328.79822    363.485      ... 349.44208    344.38788
   344.21484   ]
  [345.20935    337.81958    331.60864    ... 345.872      349.13715
   320.04425   ]
  [330.6306     336.65137    344.10107    ... 340.37158    335.1441
   337.8711    ]]

 [[343.91986    344.04465    343.4842     ... 361.56668    348.16415
   344.87277   ]
  [341.22504    340.6447     344.5407     ... 355.59097    346.4893
   345.55612   ]
  [345.28143    340.565      343.27487    ... 348.28336    346.10342
   345.45428   ]
  ...
  [343.5165     340.523      344.7357     ... 340.39917    341.89755
   342.57874   ]
  [342.4428     342.13544    343.84103    ... 342.9009     343.58786
   343.35944   ]
  [340.25552    341.42377    342.8203     ... 344.09314    341.90955
   341.59003   ]]

 [[ -8.419207    -1.2335029   10.048722   ...   5.5191355   -8.471653
    -7.3983684 ]
  [-15.20004      3.6098742   -1.0929921  ...  -9.832615    13.641713
    -2.5764248 ]
  [ -3.458866    12.62414     11.974624   ...   2.2062395   19.007765
     4.797173  ]
  ...
  [-13.189518    12.66689    -20.061678   ... -10.109048    -3.2023363
    -0.44974065]
  [ -1.8361667    2.2930427   14.11316    ...  -1.1840496   -6.9669223
    23.40307   ]
  [ 12.333299     6.1737685   -5.1150007  ...   1.8324215    7.1180053
     2.4243338 ]]]",QSO
ZTF18acxcdqz,"[[[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  3.70637878e+02
    3.92040710e+02  3.93030457e+02]
  [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  4.05235168e+02
    3.72285095e+02  3.85962769e+02]
  [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  3.88766541e+02
    3.85549438e+02  3.90951843e+02]
  ...
  [ 3.94181366e+02  3.96420013e+02  3.89563873e+02 ...  3.88239197e+02
    3.79646667e+02  3.76077148e+02]
  [ 4.08419525e+02  3.95433807e+02  3.92565643e+02 ...  3.96522156e+02
    3.86195862e+02  3.88205566e+02]
  [ 4.01801300e+02  3.89743866e+02  3.93399811e+02 ...  4.03767822e+02
    3.97686218e+02  4.07594421e+02]]

 [[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  3.86528961e+02
    3.82786896e+02  3.85019989e+02]
  [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  3.83147217e+02
    3.85204834e+02  3.87478455e+02]
  [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  3.86670502e+02
    3.84143829e+02  3.86102753e+02]
  ...
  [ 3.91080109e+02  3.89076508e+02  3.86275635e+02 ...  3.84487244e+02
    3.87775421e+02  3.89319214e+02]
  [ 3.95333679e+02  3.88395599e+02  3.87499817e+02 ...  3.85247742e+02
    3.88990784e+02  3.86369720e+02]
  [ 3.94452087e+02  3.82446899e+02  3.85589905e+02 ...  3.86505981e+02
    3.89210846e+02  3.91478424e+02]]

 [[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  7.95567799e+00
   -2.20096397e+00 -9.53739929e+00]
  [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -1.83955784e+01
    9.65810585e+00  4.23641729e+00]
  [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -1.92364717e+00
    4.32413816e-01 -9.11645603e+00]
  ...
  [-9.77293789e-01 -5.79479837e+00 -1.21267438e+00 ... -1.03492796e+00
    1.07997646e+01  1.02698507e+01]
  [-1.47392807e+01 -7.00193930e+00 -6.58403397e+00 ... -1.28126135e+01
    5.85787535e-01 -1.55475512e-01]
  [-8.00300026e+00 -1.64605820e+00 -6.28562498e+00 ... -1.37893982e+01
   -3.99905777e+00 -1.62167034e+01]]]",QSO
ZTF18acvvych,"[[[341.78387    356.83624    339.55792    ... 340.83728    347.89145
   335.0613    ]
  [354.63873    348.9124     338.3056     ... 355.9781     355.39676
   337.40793   ]
  [356.37787    358.5        370.1762     ... 355.2918     357.60306
   351.37198   ]
  ...
  [346.5917     345.72684    374.446      ... 335.69757    349.85562
   346.166     ]
  [355.81943    350.03232    342.225      ... 358.3739     355.18204
   356.4611    ]
  [355.7122     350.5071     357.7789     ... 360.30524    349.87808
   377.97592   ]]

 [[350.76315    349.72778    349.2508     ... 351.70328    352.05948
   353.4015    ]
  [351.09088    356.30884    351.84473    ... 352.85657    358.39948
   351.42383   ]
  [352.98575    352.0206     354.81345    ... 352.58664    357.99887
   354.57724   ]
  ...
  [354.32922    354.07574    351.20856    ... 352.96368    352.96097
   351.7502    ]
  [351.2671     352.54184    352.36127    ... 353.0268     351.86865
   355.4069    ]
  [348.25607    351.53052    355.3099     ... 352.01382    351.05725
   354.80606   ]]

 [[  6.3439455   -4.2316628   11.421343   ...  11.384533     1.9616153
    20.137823  ]
  [ -6.8752604   10.671723     6.3483877  ...  -5.2522163    7.568817
    10.080948  ]
  [ -4.5797834   -6.5313907  -12.236587   ...   0.9824731   -1.5596874
     3.9435997 ]
  ...
  [  6.779678     8.130187   -20.211107   ...  19.399807     1.8339143
     7.202254  ]
  [ -5.1719356    3.7886035    9.61176    ...  -8.502185    -1.537851
    -2.9374928 ]
  [ -7.415967    -0.5660341   -0.93349355 ...  -5.4689       0.94819367
   -22.303905  ]]]",AGN
ZTF20aaznadx,"[[[ 3.2129800e+02  3.2198062e+02  3.1878665e+02 ...  3.3120569e+02
    3.2139490e+02  3.1498096e+02]
  [ 3.0305563e+02  3.2269839e+02  3.1655588e+02 ...  3.1838922e+02
    3.1472064e+02  3.4346881e+02]
  [ 3.2517972e+02  3.0935294e+02  3.2297964e+02 ...  3.0621808e+02
    3.2896460e+02  3.2826447e+02]
  ...
  [ 3.1051920e+02  3.1291428e+02  3.0765805e+02 ...  3.2586230e+02
    2.9685901e+02  3.3224341e+02]
  [ 3.1576773e+02  3.2983853e+02  3.2286679e+02 ...  3.0419958e+02
    3.3220026e+02  3.1049756e+02]
  [ 3.0732767e+02  3.0557150e+02  3.1190298e+02 ...  3.1488672e+02
    3.2955640e+02  3.1671826e+02]]

 [[ 3.1821719e+02  3.1733395e+02  3.2126172e+02 ...  3.1937000e+02
    3.1859570e+02  3.2156177e+02]
  [ 3.2040680e+02  3.2104166e+02  3.1705719e+02 ...  3.1952478e+02
    3.1706451e+02  3.1993777e+02]
  [ 3.2082620e+02  3.2086664e+02  3.1556021e+02 ...  3.1677048e+02
    3.1722629e+02  3.1903543e+02]
  ...
  [ 3.1918912e+02  3.1880923e+02  3.2095132e+02 ...  3.2001263e+02
    3.2016910e+02  3.2095587e+02]
  [ 3.1921011e+02  3.1431998e+02  3.1869913e+02 ...  3.1818436e+02
    3.1812625e+02  3.2231000e+02]
  [ 3.1951743e+02  3.1995627e+02  3.1450107e+02 ...  3.1864633e+02
    3.1852463e+02  3.2023853e+02]]

 [[ 1.4349427e+00  4.1440840e+00  1.2057227e+00 ...  1.4332125e+01
    2.6213384e+00  1.1064828e-01]
  [-1.7104864e+01  8.9322162e-01 -1.2818592e+00 ... -9.9685156e-01
   -5.3653817e+00  2.4133064e+01]
  [ 6.7794800e+00 -7.4548182e+00  2.6688855e+00 ... -1.2843799e+01
    1.0319465e+01  1.0559452e+01]
  ...
  [-1.1382796e+01 -2.3577774e+00 -1.1882127e+01 ...  7.4884467e+00
   -2.0972450e+01  8.5586014e+00]
  [-6.2180829e+00  9.5017595e+00  6.8820720e+00 ... -1.7426685e+01
    1.4437486e+01 -6.1104755e+00]
  [-8.0262785e+00 -1.5324271e+01 -9.3824396e+00 ... -1.0454843e+00
    5.9833879e+00 -1.5392873e-01]]]",QSO
ZTF19adajunn,"[[[ 4.2935300e+02  4.4654196e+02  4.3944345e+02 ...  4.4443420e+02
    4.4072864e+02  4.1486444e+02]
  [ 4.0827322e+02  4.1950949e+02  4.1817984e+02 ...  4.0810724e+02
    4.2495215e+02  4.0775134e+02]
  [ 4.2772971e+02  4.3251755e+02  4.2432083e+02 ...  4.1021399e+02
    4.2045050e+02  4.3066907e+02]
  ...
  [ 4.1086188e+02  4.0934802e+02  4.2848132e+02 ...  4.1332581e+02
    4.3936896e+02  4.2215253e+02]
  [ 4.1748145e+02  4.2028302e+02  4.1648993e+02 ...  4.1717810e+02
    4.4698755e+02  4.1452301e+02]
  [ 4.2578333e+02  4.2766034e+02  4.0710291e+02 ...  4.2662964e+02
    4.2658307e+02  4.2529602e+02]]

 [[ 4.2332190e+02  4.2328729e+02  4.2296225e+02 ...  4.2015268e+02
    4.2179541e+02  4.2201132e+02]
  [ 4.2447351e+02  4.2378497e+02  4.2044962e+02 ...  4.2207599e+02
    4.2512738e+02  4.1957645e+02]
  [ 4.2155038e+02  4.2044125e+02  4.1915231e+02 ...  4.2309573e+02
    4.2251703e+02  4.2309476e+02]
  ...
  [ 4.2003824e+02  4.2354852e+02  4.2119980e+02 ...  4.2297348e+02
    4.2393875e+02  4.2621384e+02]
  [ 4.2322586e+02  4.2410794e+02  4.2035699e+02 ...  4.2404422e+02
    4.2294861e+02  4.2447867e+02]
  [ 4.2281827e+02  4.2537573e+02  4.2250943e+02 ...  4.1944324e+02
    4.1967886e+02  4.2143195e+02]]

 [[ 6.5251595e-01  2.5736784e+01  1.6117626e+01 ...  2.2733679e+01
    2.1878361e+01 -1.0369287e+01]
  [-1.1687262e+01 -5.8123641e+00 -2.8339238e+00 ... -1.8416292e+01
    3.8994804e-01 -1.0691513e+01]
  [ 3.9281824e+00  1.2373785e+01  4.0591507e+00 ... -8.6269493e+00
   -2.7196243e+00  8.8793097e+00]
  ...
  [-1.2402393e+01 -1.5882667e+01  8.4400978e+00 ... -1.1104056e+01
    1.6815123e+01 -3.3665159e+00]
  [-3.2764246e+00 -3.4015718e-01 -8.2426834e+00 ... -5.9955993e+00
    2.3610603e+01 -6.4237390e+00]
  [-1.6811054e+00  3.3922796e+00 -1.5617159e+01 ...  9.7475739e+00
    2.4695547e+00  4.2544637e+00]]]",Periodic-Other
ZTF20aadxfbs,"[[[ 3.2817041e+02  3.4494208e+02  3.2721719e+02 ...  3.3184662e+02
    3.3815222e+02  3.2748163e+02]
  [ 3.1186920e+02  3.3610010e+02  3.1214218e+02 ...  3.3444403e+02
    3.4698615e+02  3.2507275e+02]
  [ 3.1736053e+02  3.1553473e+02  3.0464529e+02 ...  3.3473724e+02
    3.3312354e+02  3.1546478e+02]
  ...
  [ 3.0607025e+02  3.3317126e+02  3.4662442e+02 ...  3.3966226e+02
    3.2442032e+02  3.2920517e+02]
  [ 3.3698230e+02  3.0118927e+02  3.3062820e+02 ...  3.4909140e+02
    3.4514249e+02  3.1607541e+02]
  [ 3.2410498e+02  3.1209296e+02  3.3376614e+02 ...  3.1989230e+02
    3.0677884e+02  3.4474258e+02]]

 [[ 3.2520987e+02  3.2479132e+02  3.2524924e+02 ...  3.2685538e+02
    3.2582776e+02  3.2544226e+02]
  [ 3.2503864e+02  3.2559445e+02  3.2765286e+02 ...  3.2842072e+02
    3.2513718e+02  3.2644647e+02]
  [ 3.2866724e+02  3.2386246e+02  3.2381015e+02 ...  3.2633142e+02
    3.2433658e+02  3.2305945e+02]
  ...
  [ 3.2319821e+02  3.2590567e+02  3.2619208e+02 ...  3.2870895e+02
    3.2474313e+02  3.2318256e+02]
  [ 3.1977380e+02  3.2375259e+02  3.2495438e+02 ...  3.2635953e+02
    3.2543857e+02  3.2586948e+02]
  [ 3.2251031e+02  3.2300034e+02  3.2759164e+02 ...  3.2878052e+02
    3.2456750e+02  3.2214410e+02]]

 [[ 1.0927492e+00 -2.5527773e+01 -1.0897487e+00 ... -7.4202871e+00
   -1.0441508e+01 -6.6925125e+00]
  [ 1.5101738e+01 -7.2897506e+00  1.3213467e+01 ...  4.2673135e-01
   -2.4750528e+01  6.6653137e+00]
  [ 5.4924645e+00  6.6356320e+00  2.0282249e+01 ... -9.3124151e+00
   -4.8650126e+00  2.3183925e+00]
  ...
  [ 1.0932707e+01 -3.3711910e+00 -2.3451773e+01 ... -9.6524115e+00
   -1.0493112e+01  7.6254621e+00]
  [-1.8152205e+01  2.6172956e+01 -6.8598490e+00 ... -2.4394735e+01
   -1.1723664e+01  1.1952862e+00]
  [ 2.4374203e-01  6.8368301e+00 -4.0058446e+00 ...  1.0739498e+01
    1.4551066e+01 -1.9382750e+01]]]",QSO
ZTF19aaapnff,"[[[263.68314    277.67282    269.81638    ... 266.62973    280.12497
   272.0449    ]
  [271.17984    301.10593    295.3995     ... 296.40366    286.32095
   268.69962   ]
  [291.23062    276.92776    278.86826    ... 282.72244    274.3937
   270.6235    ]
  ...
  [272.252      284.96436    282.3155     ... 284.94943    268.8577
   285.4946    ]
  [284.0534     287.1468     290.51562    ... 292.12393    271.7631
   289.40195   ]
  [279.63324    286.64563    284.7143     ... 275.60373    289.04153
   284.45578   ]]

 [[276.55762    279.5185     279.06537    ... 276.53406    279.53018
   279.50034   ]
  [278.49017    278.7773     279.4754     ... 277.23306    280.596
   279.12427   ]
  [277.69003    279.72876    277.9737     ... 272.80246    273.75546
   281.88403   ]
  ...
  [279.09384    276.843      279.59824    ... 279.965      278.24728
   280.89243   ]
  [279.13602    277.931      278.18793    ... 280.16147    280.65918
   280.71747   ]
  [276.85873    278.76013    278.54593    ... 277.87317    275.9495
   278.8403    ]]

 [[-17.772665     1.9050646   -8.531706   ...  -7.1502247   -1.5428523
    -4.491552  ]
  [ -4.314029    17.979034    19.176813   ...  21.783695     5.5643888
   -10.116989  ]
  [ 16.9322      -3.625819    -1.1691813  ...   5.751591    -0.38702556
   -13.316592  ]
  ...
  [ -5.265568     6.1925974    3.4768908  ...   6.5560374  -11.159821
     3.5639277 ]
  [  5.5625114   10.990601    12.092157   ...  10.519529    -5.7542634
     8.333629  ]
  [  3.3931372    5.1800456    8.3543     ...  -3.0640736   13.024896
     4.8488216 ]]]",QSO
ZTF18acvwbgb,"[[[263.2851     235.91394    260.66974    ... 271.62616    266.51532
   275.59543   ]
  [256.72546    255.78485    268.28662    ... 251.2102     254.62872
   253.37857   ]
  [277.1366     263.0202     269.02924    ... 265.3086     261.3062
   262.4554    ]
  ...
  [255.82086    283.39752    266.68274    ... 268.0241     279.91455
   273.99814   ]
  [254.10486    276.01324    266.9685     ... 254.73688    261.77393
   263.03366   ]
  [272.35886    256.8663     255.05673    ... 268.36398    252.92429
   268.44345   ]]

 [[268.5559     265.637      264.99234    ... 267.02365    266.71783
   267.1331    ]
  [267.5014     267.3721     267.7876     ... 265.80154    264.54492
   266.6178    ]
  [265.57623    268.87137    265.99515    ... 265.85382    264.02786
   266.43463   ]
  ...
  [265.4046     265.241      267.97858    ... 268.05548    269.78864
   268.28296   ]
  [270.00488    270.47336    265.15182    ... 273.10583    267.65848
   267.17093   ]
  [267.6057     267.84302    267.99524    ... 269.0076     266.46063
   264.64743   ]]

 [[  4.1775193   30.218351     5.864884   ...  -3.19276      0.92420715
    -7.6949983 ]
  [  8.477169     6.980117    -1.0408487  ...  15.281581    10.764375
    15.9808445 ]
  [ -9.871144     7.635094    -2.4193113  ...   1.5380921    1.3003143
     4.382326  ]
  ...
  [  9.324066   -18.041397     1.1289754  ...  -0.40711764 -10.079978
    -6.9066267 ]
  [ 12.584876    -3.6777396   -3.6366622  ...  16.262835     9.372293
     5.036208  ]
  [ -7.3015       7.737606    14.667263   ...  -1.1728847    8.838783
    -3.7986891 ]]]",Periodic-Other
ZTF19aankqjd,"[[[406.15387    383.1114     418.5278     ... 397.84857    394.8145
   409.3739    ]
  [408.95764    391.91302    404.95477    ... 404.6108     400.83798
   398.47427   ]
  [396.89825    400.15283    406.4558     ... 388.68033    392.7075
   405.769     ]
  ...
  [389.73987    387.4112     402.6625     ... 420.8678     400.15643
   390.1109    ]
  [403.7928     396.31604    405.57065    ... 382.2032     395.47253
   399.13538   ]
  [409.65112    399.19885    415.05844    ... 400.1859     380.06604
   402.23804   ]]

 [[401.8025     399.2341     402.00208    ... 398.349      399.42487
   400.8948    ]
  [400.70935    395.8104     398.35632    ... 395.94913    400.02164
   401.9764    ]
  [394.7516     399.10214    397.4504     ... 398.41086    399.66663
   399.77744   ]
  ...
  [401.0537     397.32925    398.6338     ... 397.98877    397.07687
   396.79443   ]
  [398.84662    397.98752    399.31662    ... 400.341      399.56088
   400.19095   ]
  [397.90964    399.19876    402.26874    ... 401.3862     401.00085
   400.40045   ]]

 [[ -8.662827    14.061025   -13.069169   ...   3.9966412    1.0315646
    -4.161421  ]
  [ -1.1212976   -1.8530087   -2.046436   ... -12.482673     1.55677
     2.4791744 ]
  [ -3.1526182   -0.96402127  -8.788959   ...  17.66757      2.2304044
    -4.8089576 ]
  ...
  [ 10.583484    10.763978    -3.887124   ... -17.70958     -2.9386218
     4.6258907 ]
  [ -2.4780564   -1.4370319   -4.3823094  ...  13.114869     8.259896
    -0.696908  ]
  [-13.392486     3.0953805  -12.871085   ...   2.9151924   19.457317
    -2.5417118 ]]]",Periodic-Other
